race_id,当前显示名,中文名,英文名,等级,赛事类别,地区,场地,赛场,距离,月份,半月,赛季,年龄条件,性别限定,中文来源,英文来源,核对备注
maiden-dirt-3-7-late-sapporo-1400-2,札幌泥地1400m未胜利战,札幌泥地1400m未胜利战,Sapporo Dirt 1400m Maiden,未胜利,maiden,日本,泥地,札幌,1400,7,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-2-7-late-hanshin-1600-2,阪神草地1600m未胜利战,阪神草地1600m未胜利战,Hanshin Turf 1600m Maiden,未胜利,maiden,日本,草地,阪神,1600,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-7-late-kokura-1200-3,小仓草地1200m未胜利战,小仓草地1200m未胜利战,Kokura Turf 1200m Maiden,未胜利,maiden,日本,草地,小仓,1200,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-7-late-kyoto-1200-1,京都草地1200m未胜利战,京都草地1200m未胜利战,Kyoto Turf 1200m Maiden,未胜利,maiden,日本,草地,京都,1200,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-7-late-sapporo-1400-4,札幌草地1400m未胜利战,札幌草地1400m未胜利战,Sapporo Turf 1400m Maiden,未胜利,maiden,日本,草地,札幌,1400,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-3-7-late-hanshin-1600-2,阪神草地1600m未胜利战,阪神草地1600m未胜利战,Hanshin Turf 1600m Maiden,未胜利,maiden,日本,草地,阪神,1600,7,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-7-late-kokura-1200-3,小仓草地1200m未胜利战,小仓草地1200m未胜利战,Kokura Turf 1200m Maiden,未胜利,maiden,日本,草地,小仓,1200,7,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-7-late-kyoto-1200-1,京都草地1200m未胜利战,京都草地1200m未胜利战,Kyoto Turf 1200m Maiden,未胜利,maiden,日本,草地,京都,1200,7,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-7-late-sapporo-1400-4,札幌草地1400m未胜利战,札幌草地1400m未胜利战,Sapporo Turf 1400m Maiden,未胜利,maiden,日本,草地,札幌,1400,7,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
new-dirt-2-7-late-kokura-1200-1,小仓泥地1200m新马战,小仓泥地1200m新马战,Kokura Dirt 1200m Newcomer,新马,new,日本,泥地,小仓,1200,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-dirt-2-7-late-sapporo-1400-2,札幌泥地1400m新马战,札幌泥地1400m新马战,Sapporo Dirt 1400m Newcomer,新马,new,日本,泥地,札幌,1400,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-7-late-hanshin-1600-2,阪神草地1600m新马战,阪神草地1600m新马战,Hanshin Turf 1600m Newcomer,新马,new,日本,草地,阪神,1600,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-7-late-kokura-1200-3,小仓草地1200m新马战,小仓草地1200m新马战,Kokura Turf 1200m Newcomer,新马,new,日本,草地,小仓,1200,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-7-late-kyoto-1200-1,京都草地1200m新马战,京都草地1200m新马战,Kyoto Turf 1200m Newcomer,新马,new,日本,草地,京都,1200,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-7-late-sapporo-1400-4,札幌草地1400m新马战,札幌草地1400m新马战,Sapporo Turf 1400m Newcomer,新马,new,日本,草地,札幌,1400,7,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
chukyo-kinen,中京记念,中京记念,Chukyo Kinen,G3,g3,日本,草地,中京,1600,7,2,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
hakodate-kinen,函馆记念,函馆记念,Hakodate Kinen,G3,g3,日本,草地,函馆,2000,7,2,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
hakodate-nisai-stakes,函馆2岁S,函馆2岁锦标,Hakodate Nisai Stakes,G3,g3,日本,草地,函馆,1200,7,2,二岁夏,2岁,,自动规范化待核对,由ID自动生成待核对,
ibis-summer-dash,Ibis Summer Dash,朱鹮夏季短途赛,Ibis Summer Dash,G3,g3,日本,草地,新潟,1000,7,2,三岁夏,3岁以上,,自译待核对,现有英文,
queen-stakes,皇后S,皇后锦标,Queen Stakes,G3,g3,日本,草地,札幌,1800,7,2,三岁夏,3岁以上,牝马,自动规范化待核对,由ID自动生成待核对,
tokai-stakes,东海S,东海锦标,Tokai Stakes,G3,g3,日本,泥地,中京,1400,7,2,三岁夏,3岁以上,,自动规范化待核对,由ID自动生成待核对,
mercury-cup,水星杯,水星杯,Mercury Cup,JpnIII,jpn3,日本,泥地,盛冈,2000,7,2,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
sapporo-nikkei-open,札幌日経OP,札幌日経公开赛,Sapporo Nikkei Open,L,op,日本,草地,札幌,2600,7,2,三岁夏,3岁以上,,自动规范化待核对,由ID自动生成待核对,
one-win-dirt-2-8-early-hakodate-1600-7,函馆泥地1600m一胜战,函馆泥地1600m一胜战,Hakodate Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,函馆,1600,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-8-early-nakayama-1200-6,中山泥地1200m一胜战,中山泥地1200m一胜战,Nakayama Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,中山,1200,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-8-early-tokyo-1400-5,东京泥地1400m一胜战,东京泥地1400m一胜战,Tokyo Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,东京,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-early-hakodate-1700-7,函馆泥地1700m一胜战,函馆泥地1700m一胜战,Hakodate Dirt 1700m One-Win Class,1胜,one-win,日本,泥地,函馆,1700,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-early-nakayama-1400-6,中山泥地1400m一胜战,中山泥地1400m一胜战,Nakayama Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,中山,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-early-tokyo-1900-5,东京泥地1900m一胜战,东京泥地1900m一胜战,Tokyo Dirt 1900m One-Win Class,1胜,one-win,日本,泥地,东京,1900,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-early-hakodate-1800-3,函馆草地1800m一胜战,函馆草地1800m一胜战,Hakodate Turf 1800m One-Win Class,1胜,one-win,日本,草地,函馆,1800,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-early-nakayama-1400-2,中山草地1400m一胜战,中山草地1400m一胜战,Nakayama Turf 1400m One-Win Class,1胜,one-win,日本,草地,中山,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-early-sapporo-1400-4,札幌草地1400m一胜战,札幌草地1400m一胜战,Sapporo Turf 1400m One-Win Class,1胜,one-win,日本,草地,札幌,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-early-tokyo-1800-1,东京草地1800m一胜战,东京草地1800m一胜战,Tokyo Turf 1800m One-Win Class,1胜,one-win,日本,草地,东京,1800,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-early-hakodate-2200-3,函馆草地2200m一胜战,函馆草地2200m一胜战,Hakodate Turf 2200m One-Win Class,1胜,one-win,日本,草地,函馆,2200,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-early-nakayama-1800-2,中山草地1800m一胜战,中山草地1800m一胜战,Nakayama Turf 1800m One-Win Class,1胜,one-win,日本,草地,中山,1800,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-early-sapporo-1200-4,札幌草地1200m一胜战,札幌草地1200m一胜战,Sapporo Turf 1200m One-Win Class,1胜,one-win,日本,草地,札幌,1200,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-early-tokyo-1400-1,东京草地1400m一胜战,东京草地1400m一胜战,Tokyo Turf 1400m One-Win Class,1胜,one-win,日本,草地,东京,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-early-nakayama-1700-5,中山泥地1700m二胜战,中山泥地1700m二胜战,Nakayama Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,中山,1700,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-early-sapporo-1900-6,札幌泥地1900m二胜战,札幌泥地1900m二胜战,Sapporo Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,札幌,1900,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-early-tokyo-1400-4,东京泥地1400m二胜战,东京泥地1400m二胜战,Tokyo Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,东京,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-early-nakayama-1200-5,中山泥地1200m二胜战,中山泥地1200m二胜战,Nakayama Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,中山,1200,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-early-sapporo-1600-6,札幌泥地1600m二胜战,札幌泥地1600m二胜战,Sapporo Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,札幌,1600,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-early-tokyo-2100-4,东京泥地2100m二胜战,东京泥地2100m二胜战,Tokyo Dirt 2100m Two-Win Class,2胜,two-win,日本,泥地,东京,2100,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-early-nakayama-1900-5,中山泥地1900m二胜战,中山泥地1900m二胜战,Nakayama Dirt 1900m Two-Win Class,2胜,two-win,日本,泥地,中山,1900,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-early-sapporo-2400-6,札幌泥地2400m二胜战,札幌泥地2400m二胜战,Sapporo Dirt 2400m Two-Win Class,2胜,two-win,日本,泥地,札幌,2400,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-early-tokyo-1700-4,东京泥地1700m二胜战,东京泥地1700m二胜战,Tokyo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,东京,1700,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-early-hakodate-2400-3,函馆草地2400m二胜战,函馆草地2400m二胜战,Hakodate Turf 2400m Two-Win Class,2胜,two-win,日本,草地,函馆,2400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-early-nakayama-1800-2,中山草地1800m二胜战,中山草地1800m二胜战,Nakayama Turf 1800m Two-Win Class,2胜,two-win,日本,草地,中山,1800,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-early-tokyo-1400-1,东京草地1400m二胜战,东京草地1400m二胜战,Tokyo Turf 1400m Two-Win Class,2胜,two-win,日本,草地,东京,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-turf-4-8-early-hakodate-2200-3,函馆草地2200m二胜战,函馆草地2200m二胜战,Hakodate Turf 2200m Two-Win Class,2胜,two-win,日本,草地,函馆,2200,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-8-early-nakayama-1600-2,中山草地1600m二胜战,中山草地1600m二胜战,Nakayama Turf 1600m Two-Win Class,2胜,two-win,日本,草地,中山,1600,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-turf-4-8-early-tokyo-1200-1,东京草地1200m二胜战,东京草地1200m二胜战,Tokyo Turf 1200m Two-Win Class,2胜,two-win,日本,草地,东京,1200,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-turf-5-8-early-hakodate-2000-3,函馆草地2000m二胜战,函馆草地2000m二胜战,Hakodate Turf 2000m Two-Win Class,2胜,two-win,日本,草地,函馆,2000,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-8-early-nakayama-1400-2,中山草地1400m二胜战,中山草地1400m二胜战,Nakayama Turf 1400m Two-Win Class,2胜,two-win,日本,草地,中山,1400,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-turf-5-8-early-tokyo-2400-1,东京草地2400m二胜战,东京草地2400m二胜战,Tokyo Turf 2400m Two-Win Class,2胜,two-win,日本,草地,东京,2400,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-8-early-nakayama-1700-3,中山泥地1700m三胜战,中山泥地1700m三胜战,Nakayama Dirt 1700m Three-Win Class,3胜,three-win,日本,泥地,中山,1700,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-3-8-early-sapporo-2400-4,札幌泥地2400m三胜战,札幌泥地2400m三胜战,Sapporo Dirt 2400m Three-Win Class,3胜,three-win,日本,泥地,札幌,2400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-8-early-nakayama-1600-3,中山泥地1600m三胜战,中山泥地1600m三胜战,Nakayama Dirt 1600m Three-Win Class,3胜,three-win,日本,泥地,中山,1600,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-4-8-early-sapporo-1900-4,札幌泥地1900m三胜战,札幌泥地1900m三胜战,Sapporo Dirt 1900m Three-Win Class,3胜,three-win,日本,泥地,札幌,1900,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-8-early-nakayama-1400-3,中山泥地1400m三胜战,中山泥地1400m三胜战,Nakayama Dirt 1400m Three-Win Class,3胜,three-win,日本,泥地,中山,1400,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
three-win-dirt-5-8-early-sapporo-1800-4,札幌泥地1800m三胜战,札幌泥地1800m三胜战,Sapporo Dirt 1800m Three-Win Class,3胜,three-win,日本,泥地,札幌,1800,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
three-win-turf-3-8-early-hakodate-2200-2,函馆草地2200m三胜战,函馆草地2200m三胜战,Hakodate Turf 2200m Three-Win Class,3胜,three-win,日本,草地,函馆,2200,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
three-win-turf-3-8-early-tokyo-1600-1,东京草地1600m三胜战,东京草地1600m三胜战,Tokyo Turf 1600m Three-Win Class,3胜,three-win,日本,草地,东京,1600,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
three-win-turf-4-8-early-hakodate-1200-2,函馆草地1200m三胜战,函馆草地1200m三胜战,Hakodate Turf 1200m Three-Win Class,3胜,three-win,日本,草地,函馆,1200,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
three-win-turf-4-8-early-tokyo-2400-1,东京草地2400m三胜战,东京草地2400m三胜战,Tokyo Turf 2400m Three-Win Class,3胜,three-win,日本,草地,东京,2400,8,1,四岁夏,4岁,,现有中文,按条件赛规则生成,
three-win-turf-5-8-early-hakodate-2000-2,函馆草地2000m三胜战,函馆草地2000m三胜战,Hakodate Turf 2000m Three-Win Class,3胜,three-win,日本,草地,函馆,2000,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
three-win-turf-5-8-early-tokyo-1400-1,东京草地1400m三胜战,东京草地1400m三胜战,Tokyo Turf 1400m Three-Win Class,3胜,three-win,日本,草地,东京,1400,8,1,五岁夏,5岁,,现有中文,按条件赛规则生成,
maiden-dirt-2-8-early-hakodate-1400-1,函馆泥地1400m未胜利战,函馆泥地1400m未胜利战,Hakodate Dirt 1400m Maiden,未胜利,maiden,日本,泥地,函馆,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-dirt-2-8-early-sapporo-1000-2,札幌泥地1000m未胜利战,札幌泥地1000m未胜利战,Sapporo Dirt 1000m Maiden,未胜利,maiden,日本,泥地,札幌,1000,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-8-early-hakodate-1400-1,函馆泥地1400m未胜利战,函馆泥地1400m未胜利战,Hakodate Dirt 1400m Maiden,未胜利,maiden,日本,泥地,函馆,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-8-early-nakayama-1800-4,中山泥地1800m未胜利战,中山泥地1800m未胜利战,Nakayama Dirt 1800m Maiden,未胜利,maiden,日本,泥地,中山,1800,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-8-early-sapporo-1000-2,札幌泥地1000m未胜利战,札幌泥地1000m未胜利战,Sapporo Dirt 1000m Maiden,未胜利,maiden,日本,泥地,札幌,1000,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-dirt-3-8-early-tokyo-1400-3,东京泥地1400m未胜利战,东京泥地1400m未胜利战,Tokyo Dirt 1400m Maiden,未胜利,maiden,日本,泥地,东京,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-2-8-early-hakodate-1400-3,函馆草地1400m未胜利战,函馆草地1400m未胜利战,Hakodate Turf 1400m Maiden,未胜利,maiden,日本,草地,函馆,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-8-early-nakayama-1800-2,中山草地1800m未胜利战,中山草地1800m未胜利战,Nakayama Turf 1800m Maiden,未胜利,maiden,日本,草地,中山,1800,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-8-early-sapporo-1000-4,札幌草地1000m未胜利战,札幌草地1000m未胜利战,Sapporo Turf 1000m Maiden,未胜利,maiden,日本,草地,札幌,1000,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-2-8-early-tokyo-1400-1,东京草地1400m未胜利战,东京草地1400m未胜利战,Tokyo Turf 1400m Maiden,未胜利,maiden,日本,草地,东京,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
maiden-turf-3-8-early-hakodate-1400-3,函馆草地1400m未胜利战,函馆草地1400m未胜利战,Hakodate Turf 1400m Maiden,未胜利,maiden,日本,草地,函馆,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-8-early-nakayama-1800-2,中山草地1800m未胜利战,中山草地1800m未胜利战,Nakayama Turf 1800m Maiden,未胜利,maiden,日本,草地,中山,1800,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-8-early-sapporo-1000-4,札幌草地1000m未胜利战,札幌草地1000m未胜利战,Sapporo Turf 1000m Maiden,未胜利,maiden,日本,草地,札幌,1000,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
maiden-turf-3-8-early-tokyo-1400-1,东京草地1400m未胜利战,东京草地1400m未胜利战,Tokyo Turf 1400m Maiden,未胜利,maiden,日本,草地,东京,1400,8,1,三岁夏,3岁,,现有中文,按条件赛规则生成,
new-dirt-2-8-early-hakodate-1400-1,函馆泥地1400m新马战,函馆泥地1400m新马战,Hakodate Dirt 1400m Newcomer,新马,new,日本,泥地,函馆,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-dirt-2-8-early-sapporo-1000-2,札幌泥地1000m新马战,札幌泥地1000m新马战,Sapporo Dirt 1000m Newcomer,新马,new,日本,泥地,札幌,1000,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-8-early-hakodate-1400-3,函馆草地1400m新马战,函馆草地1400m新马战,Hakodate Turf 1400m Newcomer,新马,new,日本,草地,函馆,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-8-early-nakayama-1800-2,中山草地1800m新马战,中山草地1800m新马战,Nakayama Turf 1800m Newcomer,新马,new,日本,草地,中山,1800,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-8-early-sapporo-1000-4,札幌草地1000m新马战,札幌草地1000m新马战,Sapporo Turf 1000m Newcomer,新马,new,日本,草地,札幌,1000,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
new-turf-2-8-early-tokyo-1400-1,东京草地1400m新马战,东京草地1400m新马战,Tokyo Turf 1400m Newcomer,新马,new,日本,草地,东京,1400,8,1,二岁夏,2岁,,现有中文,按条件赛规则生成,
cbc-sho,CBC赏,CBC赏,CBC Sho,G3,g3,日本,草地,中京,1200,8,1,三岁夏,3岁以上,,自动生成待核对,自译/规范名待核对,
elm-stakes,Elm S,榆树锦标,Elm S,G3,g3,日本,泥地,札幌,1700,8,1,三岁夏,3岁以上,,自译待核对,现有英文,
kokura-kinen,小仓记念,小仓记念,Kokura Kinen,G3,g3,日本,草地,小仓,2000,8,1,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
leopard-stakes,Leopard S,豹锦标,Leopard S,G3,g3,日本,泥地,新潟,1800,8,1,三岁夏,3岁,,自译待核对,现有英文,
sekiya-kinen,关屋记念,关屋记念,Sekiya Kinen,G3,g3,日本,草地,新潟,1600,8,1,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
cluster-cup,星团杯,星团杯,Cluster Cup,JpnIII,jpn3,日本,泥地,盛冈,1200,8,1,三岁夏,3岁以上,,现有中文,由ID自动生成待核对,
one-win-dirt-2-8-late-hanshin-1400-6,阪神泥地1400m一胜战,阪神泥地1400m一胜战,Hanshin Dirt 1400m One-Win Class,1胜,one-win,日本,泥地,阪神,1400,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-8-late-kokura-1200-7,小仓泥地1200m一胜战,小仓泥地1200m一胜战,Kokura Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,小仓,1200,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-2-8-late-kyoto-1600-5,京都泥地1600m一胜战,京都泥地1600m一胜战,Kyoto Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,京都,1600,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-late-hanshin-1600-6,阪神泥地1600m一胜战,阪神泥地1600m一胜战,Hanshin Dirt 1600m One-Win Class,1胜,one-win,日本,泥地,阪神,1600,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-late-kokura-1800-7,小仓泥地1800m一胜战,小仓泥地1800m一胜战,Kokura Dirt 1800m One-Win Class,1胜,one-win,日本,泥地,小仓,1800,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-dirt-3-8-late-kyoto-1200-5,京都泥地1200m一胜战,京都泥地1200m一胜战,Kyoto Dirt 1200m One-Win Class,1胜,one-win,日本,泥地,京都,1200,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-late-hanshin-1600-2,阪神草地1600m一胜战,阪神草地1600m一胜战,Hanshin Turf 1600m One-Win Class,1胜,one-win,日本,草地,阪神,1600,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-late-kokura-1200-3,小仓草地1200m一胜战,小仓草地1200m一胜战,Kokura Turf 1200m One-Win Class,1胜,one-win,日本,草地,小仓,1200,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-late-kyoto-1200-1,京都草地1200m一胜战,京都草地1200m一胜战,Kyoto Turf 1200m One-Win Class,1胜,one-win,日本,草地,京都,1200,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-2-8-late-sapporo-1600-4,札幌草地1600m一胜战,札幌草地1600m一胜战,Sapporo Turf 1600m One-Win Class,1胜,one-win,日本,草地,札幌,1600,8,2,二岁夏,2岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-late-hanshin-2000-2,阪神草地2000m一胜战,阪神草地2000m一胜战,Hanshin Turf 2000m One-Win Class,1胜,one-win,日本,草地,阪神,2000,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-late-kokura-2400-3,小仓草地2400m一胜战,小仓草地2400m一胜战,Kokura Turf 2400m One-Win Class,1胜,one-win,日本,草地,小仓,2400,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-late-kyoto-1600-1,京都草地1600m一胜战,京都草地1600m一胜战,Kyoto Turf 1600m One-Win Class,1胜,one-win,日本,草地,京都,1600,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
one-win-turf-3-8-late-sapporo-1400-4,札幌草地1400m一胜战,札幌草地1400m一胜战,Sapporo Turf 1400m One-Win Class,1胜,one-win,日本,草地,札幌,1400,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-late-hanshin-1800-5,阪神泥地1800m二胜战,阪神泥地1800m二胜战,Hanshin Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,阪神,1800,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-late-kyoto-1600-4,京都泥地1600m二胜战,京都泥地1600m二胜战,Kyoto Dirt 1600m Two-Win Class,2胜,two-win,日本,泥地,京都,1600,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-3-8-late-sapporo-2100-6,札幌泥地2100m二胜战,札幌泥地2100m二胜战,Sapporo Dirt 2100m Two-Win Class,2胜,two-win,日本,泥地,札幌,2100,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-late-hanshin-1400-5,阪神泥地1400m二胜战,阪神泥地1400m二胜战,Hanshin Dirt 1400m Two-Win Class,2胜,two-win,日本,泥地,阪神,1400,8,2,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-late-kyoto-2400-4,京都泥地2400m二胜战,京都泥地2400m二胜战,Kyoto Dirt 2400m Two-Win Class,2胜,two-win,日本,泥地,京都,2400,8,2,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-4-8-late-sapporo-1700-6,札幌泥地1700m二胜战,札幌泥地1700m二胜战,Sapporo Dirt 1700m Two-Win Class,2胜,two-win,日本,泥地,札幌,1700,8,2,四岁夏,4岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-late-hanshin-2100-5,阪神泥地2100m二胜战,阪神泥地2100m二胜战,Hanshin Dirt 2100m Two-Win Class,2胜,two-win,日本,泥地,阪神,2100,8,2,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-late-kyoto-1800-4,京都泥地1800m二胜战,京都泥地1800m二胜战,Kyoto Dirt 1800m Two-Win Class,2胜,two-win,日本,泥地,京都,1800,8,2,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-dirt-5-8-late-sapporo-1200-6,札幌泥地1200m二胜战,札幌泥地1200m二胜战,Sapporo Dirt 1200m Two-Win Class,2胜,two-win,日本,泥地,札幌,1200,8,2,五岁夏,5岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-late-hanshin-2000-2,阪神草地2000m二胜战,阪神草地2000m二胜战,Hanshin Turf 2000m Two-Win Class,2胜,two-win,日本,草地,阪神,2000,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-late-kokura-1200-3,小仓草地1200m二胜战,小仓草地1200m二胜战,Kokura Turf 1200m Two-Win Class,2胜,two-win,日本,草地,小仓,1200,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
two-win-turf-3-8-late-kyoto-1600-1,京都草地1600m二胜战,京都草地1600m二胜战,Kyoto Turf 1600m Two-Win Class,2胜,two-win,日本,草地,京都,1600,8,2,三岁夏,3岁,,现有中文,按条件赛规则生成,
